Date ,Streamflow,Year,Month,Day
1969-07-01,202,1969,7,1
1969-08-01,82.7,1969,8,1
1969-09-01,89.8,1969,9,1
1969-10-01,61,1969,10,1
1969-11-01,47.3,1969,11,1
1969-12-01,38.4,1969,12,1
1970-01-01,28.4,1970,1,1
1970-02-01,23.2,1970,2,1
1970-03-01,22.9,1970,3,1
1970-04-01,23.1,1970,4,1
1970-05-01,44,1970,5,1
1970-06-01,606,1970,6,1
1970-07-01,246,1970,7,1
1970-08-01,108,1970,8,1
1970-09-01,87.1,1970,9,1
1970-10-01,73.5,1970,10,1
1970-11-01,48.3,1970,11,1
1970-12-01,39,1970,12,1
1971-01-01,33.9,1971,1,1
1971-02-01,28.8,1971,2,1
1971-03-01,23.3,1971,3,1
1971-04-01,24,1971,4,1
1971-05-01,135,1971,5,1
1971-06-01,842,1971,6,1
1971-07-01,347,1971,7,1
1971-08-01,128,1971,8,1
1971-09-01,232,1971,9,1
1971-10-01,117,1971,10,1
1971-11-01,75.1,1971,11,1
1971-12-01,52.8,1971,12,1
1972-01-01,39.4,1972,1,1
1972-02-01,32.7,1972,2,1
1972-03-01,30.4,1972,3,1
1972-04-01,30.2,1972,4,1
1972-05-01,35.4,1972,5,1
1972-06-01,777,1972,6,1
1972-07-01,163,1972,7,1
1972-08-01,258,1972,8,1
1972-09-01,175,1972,9,1
1972-10-01,156,1972,10,1
1972-11-01,90.7,1972,11,1
1972-12-01,59.3,1972,12,1
1973-01-01,44.3,1973,1,1
1973-02-01,38,1973,2,1
1973-03-01,37.2,1973,3,1
1973-04-01,61.1,1973,4,1
1973-05-01,369,1973,5,1
1973-06-01,358,1973,6,1
1973-07-01,151,1973,7,1
1973-08-01,152,1973,8,1
1973-09-01,276,1973,9,1
1973-10-01,111,1973,10,1
1973-11-01,68.3,1973,11,1
1973-12-01,51.5,1973,12,1
1974-01-01,41.4,1974,1,1
1974-02-01,36.3,1974,2,1
1974-03-01,33.9,1974,3,1
1974-04-01,33.2,1974,4,1
1974-05-01,123,1974,5,1
1974-06-01,647,1974,6,1
1974-07-01,292,1974,7,1
1974-08-01,105,1974,8,1
1974-09-01,258,1974,9,1
1974-10-01,125,1974,10,1
1974-11-01,58.4,1974,11,1
1974-12-01,45.2,1974,12,1
1975-01-01,37.8,1975,1,1
1975-02-01,33.8,1975,2,1
1975-03-01,31.9,1975,3,1
1975-04-01,30.2,1975,4,1
1975-05-01,105,1975,5,1
1975-06-01,811,1975,6,1
1975-07-01,260,1975,7,1
1975-08-01,208,1975,8,1
1975-09-01,195,1975,9,1
1975-10-01,119,1975,10,1
1975-11-01,75.1,1975,11,1
1975-12-01,49.5,1975,12,1
1976-01-01,-999,1976,1,1
1976-02-01,-999,1976,2,1
1976-03-01,-999,1976,3,1
1976-04-01,36.2,1976,4,1
1976-05-01,-999,1976,5,1
1976-06-01,320,1976,6,1
1976-07-01,182,1976,7,1
1976-08-01,65.9,1976,8,1
1976-09-01,58,1976,9,1
1976-10-01,61.6,1976,10,1
1976-11-01,45.6,1976,11,1
1976-12-01,40.4,1976,12,1
1977-01-01,39.7,1977,1,1
1977-02-01,31.1,1977,2,1
1977-03-01,28.5,1977,3,1
1977-04-01,37,1977,4,1
1977-05-01,772,1977,5,1
1977-06-01,250,1977,6,1
1977-07-01,123,1977,7,1
1977-08-01,76.4,1977,8,1
1977-09-01,83.3,1977,9,1
1977-10-01,70.6,1977,10,1
1977-11-01,68.5,1977,11,1
1977-12-01,53.8,1977,12,1
1978-01-01,42.8,1978,1,1
1978-02-01,40.3,1978,2,1
1978-03-01,37,1978,3,1
1978-04-01,34.8,1978,4,1
1978-05-01,34.5,1978,5,1
1978-06-01,698,1978,6,1
1978-07-01,319,1978,7,1
1978-08-01,167,1978,8,1
1978-09-01,107,1978,9,1
1978-10-01,135,1978,10,1
1978-11-01,92.1,1978,11,1
1978-12-01,59.6,1978,12,1
1979-01-01,44,1979,1,1
1979-02-01,37,1979,2,1
1979-03-01,31.8,1979,3,1
1979-04-01,31.9,1979,4,1
1979-05-01,522,1979,5,1
1979-06-01,665,1979,6,1
1979-07-01,366,1979,7,1
1979-08-01,433,1979,8,1
1979-09-01,271,1979,9,1
1979-10-01,154,1979,10,1
1979-11-01,91.5,1979,11,1
1979-12-01,64.5,1979,12,1
1980-01-01,51,1980,1,1
1980-02-01,41,1980,2,1
1980-03-01,37.2,1980,3,1
1980-04-01,28.6,1980,4,1
1980-05-01,370,1980,5,1
1980-06-01,233,1980,6,1
1980-07-01,127,1980,7,1
1980-08-01,82.6,1980,8,1
1980-09-01,128,1980,9,1
1980-10-01,122,1980,10,1
1980-11-01,66.1,1980,11,1
1980-12-01,50.9,1980,12,1
1981-01-01,41.4,1981,1,1
1981-02-01,40.3,1981,2,1
1981-03-01,36.9,1981,3,1
1981-04-01,35,1981,4,1
1981-05-01,64.3,1981,5,1
1981-06-01,630,1981,6,1
1981-07-01,149,1981,7,1
1981-08-01,112,1981,8,1
1981-09-01,170,1981,9,1
1981-10-01,97.3,1981,10,1
1981-11-01,62.7,1981,11,1
1981-12-01,51.2,1981,12,1
1982-01-01,35.8,1982,1,1
1982-02-01,38.7,1982,2,1
1982-03-01,35.2,1982,3,1
1982-04-01,43.6,1982,4,1
1982-05-01,569,1982,5,1
1982-06-01,285,1982,6,1
1982-07-01,120,1982,7,1
1982-08-01,110,1982,8,1
1982-09-01,118,1982,9,1
1982-10-01,82.4,1982,10,1
1982-11-01,58.3,1982,11,1
1982-12-01,49.9,1982,12,1
1983-01-01,44.6,1983,1,1
1983-02-01,44.1,1983,2,1
1983-03-01,38.7,1983,3,1
1983-04-01,36.5,1983,4,1
1983-05-01,53.8,1983,5,1
1983-06-01,702,1983,6,1
1983-07-01,209,1983,7,1
1983-08-01,89.3,1983,8,1
1983-09-01,87.5,1983,9,1
1983-10-01,105,1983,10,1
1983-11-01,86.4,1983,11,1
1983-12-01,62.6,1983,12,1
1984-01-01,49.4,1984,1,1
1984-02-01,39.2,1984,2,1
1984-03-01,36.5,1984,3,1
1984-04-01,34,1984,4,1
1984-05-01,264,1984,5,1
1984-06-01,299,1984,6,1
1984-07-01,254,1984,7,1
1984-08-01,124,1984,8,1
1984-09-01,153,1984,9,1
1984-10-01,80.1,1984,10,1
1984-11-01,56.3,1984,11,1
1984-12-01,45.5,1984,12,1
1985-01-01,35.5,1985,1,1
1985-02-01,32.7,1985,2,1
1985-03-01,30,1985,3,1
1985-04-01,30.7,1985,4,1
1985-05-01,84.6,1985,5,1
1985-06-01,680,1985,6,1
1985-07-01,214,1985,7,1
1985-08-01,178,1985,8,1
1985-09-01,98.6,1985,9,1
1985-10-01,148,1985,10,1
1985-11-01,78.3,1985,11,1
1985-12-01,52.6,1985,12,1
1986-01-01,46.4,1986,1,1
1986-02-01,43.1,1986,2,1
1986-03-01,37.5,1986,3,1
1986-04-01,35.3,1986,4,1
1986-05-01,208.8,1986,5,1
1986-06-01,492.7,1986,6,1
1986-07-01,301.1,1986,7,1
1986-08-01,249.6,1986,8,1
1986-09-01,170.2,1986,9,1
1986-10-01,189.6,1986,10,1
1986-11-01,113.5,1986,11,1
1986-12-01,61.9,1986,12,1
1987-01-01,39,1987,1,1
1987-02-01,35.1,1987,2,1
1987-03-01,37.9,1987,3,1
1987-04-01,44.6,1987,4,1
1987-05-01,122.6,1987,5,1
1987-06-01,180.6,1987,6,1
1987-07-01,171,1987,7,1
1987-08-01,98.6,1987,8,1
1987-09-01,106.7,1987,9,1
1987-10-01,99.2,1987,10,1
1987-11-01,68.1,1987,11,1
1987-12-01,48.2,1987,12,1
1988-01-01,39.5,1988,1,1
1988-02-01,34.9,1988,2,1
1988-03-01,34.6,1988,3,1
1988-04-01,33.7,1988,4,1
1988-05-01,261.2,1988,5,1
1988-06-01,302.8,1988,6,1
1988-07-01,80.8,1988,7,1
1988-08-01,77.5,1988,8,1
1988-09-01,126.3,1988,9,1
1988-10-01,144.7,1988,10,1
1988-11-01,66.8,1988,11,1
1988-12-01,50.4,1988,12,1
1989-01-01,43.2,1989,1,1
1989-02-01,34.3,1989,2,1
1989-03-01,32.3,1989,3,1
1989-04-01,36.9,1989,4,1
1989-05-01,426.6,1989,5,1
1989-06-01,431.1,1989,6,1
1989-07-01,93.7,1989,7,1
1989-08-01,68.6,1989,8,1
1989-09-01,74.8,1989,9,1
1989-10-01,71.3,1989,10,1
1989-11-01,62.3,1989,11,1
1989-12-01,48.1,1989,12,1
1990-01-01,39.8,1990,1,1
1990-02-01,34,1990,2,1
1990-03-01,32.3,1990,3,1
1990-04-01,34.3,1990,4,1
1990-05-01,475,1990,5,1
1990-06-01,244,1990,6,1
1990-07-01,91.4,1990,7,1
1990-08-01,58.7,1990,8,1
1990-09-01,124.1,1990,9,1
1990-10-01,91.8,1990,10,1
1990-11-01,69.6,1990,11,1
1990-12-01,56,1990,12,1
1991-01-01,42.9,1991,1,1
1991-02-01,41.9,1991,2,1
1991-03-01,38.5,1991,3,1
1991-04-01,72.6,1991,4,1
1991-05-01,652.8,1991,5,1
1991-06-01,169.3,1991,6,1
1991-07-01,99.5,1991,7,1
1991-08-01,71.2,1991,8,1
1991-09-01,76.2,1991,9,1
1991-10-01,137.9,1991,10,1
1991-11-01,99.4,1991,11,1
1991-12-01,52.6,1991,12,1
1992-01-01,31.5,1992,1,1
1992-02-01,29.7,1992,2,1
1992-03-01,27,1992,3,1
1992-04-01,25,1992,4,1
1992-05-01,372.8,1992,5,1
1992-06-01,211.5,1992,6,1
1992-07-01,148.4,1992,7,1
1992-08-01,91.4,1992,8,1
1992-09-01,105.6,1992,9,1
1992-10-01,77.7,1992,10,1
1992-11-01,65.4,1992,11,1
1992-12-01,46.9,1992,12,1
1993-01-01,43.6,1993,1,1
1993-02-01,41.1,1993,2,1
1993-03-01,38.5,1993,3,1
1993-04-01,37.3,1993,4,1
1993-05-01,47,1993,5,1
1993-06-01,651.8,1993,6,1
1993-07-01,165.3,1993,7,1
1993-08-01,94.2,1993,8,1
1993-09-01,120.5,1993,9,1
1993-10-01,194.6,1993,10,1
1993-11-01,111.4,1993,11,1
1993-12-01,59.7,1993,12,1
1994-01-01,46.8,1994,1,1
1994-02-01,40.3,1994,2,1
1994-03-01,34.9,1994,3,1
1994-04-01,31.8,1994,4,1
1994-05-01,210.3,1994,5,1
1994-06-01,624.4,1994,6,1
1994-07-01,160.4,1994,7,1
1994-08-01,127,1994,8,1
1994-09-01,72,1994,9,1
1994-10-01,72.7,1994,10,1
1994-11-01,76.3,1994,11,1
1994-12-01,44.4,1994,12,1
1995-01-01,39.8,1995,1,1
1995-02-01,40,1995,2,1
1995-03-01,39.6,1995,3,1
1995-04-01,268.5,1995,4,1
1995-05-01,293.8,1995,5,1
1995-06-01,165.8,1995,6,1
1995-07-01,101.6,1995,7,1
1995-08-01,85.9,1995,8,1
1995-09-01,117.9,1995,9,1
1995-10-01,87.8,1995,10,1
1995-11-01,84.9,1995,11,1
1995-12-01,57.9,1995,12,1
1996-01-01,44.4,1996,1,1
1996-02-01,40.6,1996,2,1
1996-03-01,34.3,1996,3,1
1996-04-01,33.2,1996,4,1
1996-05-01,210.8,1996,5,1
1996-06-01,516.4,1996,6,1
1996-07-01,170.4,1996,7,1
1996-08-01,154.4,1996,8,1
1996-09-01,113.9,1996,9,1
1996-10-01,102.4,1996,10,1
1996-11-01,88,1996,11,1
1996-12-01,58.6,1996,12,1
1997-01-01,38.2,1997,1,1
1997-02-01,30,1997,2,1
1997-03-01,28.3,1997,3,1
1997-04-01,152,1997,4,1
1997-05-01,415.3,1997,5,1
1997-06-01,224.4,1997,6,1
1997-07-01,211.7,1997,7,1
1997-08-01,112.8,1997,8,1
1997-09-01,93.4,1997,9,1
1997-10-01,82.7,1997,10,1
1997-11-01,75.9,1997,11,1
1997-12-01,58.7,1997,12,1
1998-01-01,37.7,1998,1,1
1998-02-01,29.3,1998,2,1
1998-03-01,28.3,1998,3,1
1998-04-01,30.2,1998,4,1
1998-05-01,163.2,1998,5,1
1998-06-01,550.4,1998,6,1
1998-07-01,172.7,1998,7,1
1998-08-01,148.3,1998,8,1
1998-09-01,120.1,1998,9,1
1998-10-01,98.9,1998,10,1
1998-11-01,68.4,1998,11,1
1998-12-01,48.8,1998,12,1
1999-01-01,,1999,1,1
1999-02-01,,1999,2,1
1999-03-01,,1999,3,1
1999-04-01,,1999,4,1
1999-05-01,,1999,5,1
1999-06-01,,1999,6,1
1999-07-01,,1999,7,1
1999-08-01,,1999,8,1
1999-09-01,,1999,9,1
1999-10-01,,1999,10,1
1999-11-01,,1999,11,1
1999-12-01,,1999,12,1
2000-01-01,,2000,1,1
2000-02-01,,2000,2,1
2000-03-01,,2000,3,1
2000-04-01,,2000,4,1
2000-05-01,,2000,5,1
2000-06-01,,2000,6,1
2000-07-01,,2000,7,1
2000-08-01,,2000,8,1
2000-09-01,,2000,9,1
2000-10-01,,2000,10,1
2000-11-01,,2000,11,1
2000-12-01,,2000,12,1
2001-01-01,,2001,1,1
2001-02-01,,2001,2,1
2001-03-01,,2001,3,1
2001-04-01,,2001,4,1
2001-05-01,,2001,5,1
2001-06-01,,2001,6,1
2001-07-01,,2001,7,1
2001-08-01,,2001,8,1
2001-09-01,,2001,9,1
2001-10-01,,2001,10,1
2001-11-01,,2001,11,1
2001-12-01,,2001,12,1
2002-01-01,,2002,1,1
2002-02-01,,2002,2,1
2002-03-01,,2002,3,1
2002-04-01,,2002,4,1
2002-05-01,,2002,5,1
2002-06-01,,2002,6,1
2002-07-01,,2002,7,1
2002-08-01,,2002,8,1
2002-09-01,,2002,9,1
2002-10-01,,2002,10,1
2002-11-01,,2002,11,1
2002-12-01,,2002,12,1
2003-01-01,,2003,1,1
2003-02-01,,2003,2,1
2003-03-01,,2003,3,1
2003-04-01,,2003,4,1
2003-05-01,,2003,5,1
2003-06-01,,2003,6,1
2003-07-01,,2003,7,1
2003-08-01,,2003,8,1
2003-09-01,,2003,9,1
2003-10-01,,2003,10,1
2003-11-01,,2003,11,1
2003-12-01,,2003,12,1
2004-01-01,,2004,1,1
2004-02-01,,2004,2,1
2004-03-01,,2004,3,1
2004-04-01,,2004,4,1
2004-05-01,,2004,5,1
2004-06-01,,2004,6,1
2004-07-01,,2004,7,1
2004-08-01,,2004,8,1
2004-09-01,,2004,9,1
2004-10-01,,2004,10,1
2004-11-01,,2004,11,1
2004-12-01,,2004,12,1
2005-01-01,,2005,1,1
2005-02-01,,2005,2,1
2005-03-01,,2005,3,1
2005-04-01,,2005,4,1
2005-05-01,,2005,5,1
2005-06-01,,2005,6,1
2005-07-01,,2005,7,1
2005-08-01,,2005,8,1
2005-09-01,,2005,9,1
2005-10-01,,2005,10,1
2005-11-01,,2005,11,1
2005-12-01,,2005,12,1
2006-01-01,,2006,1,1
2006-02-01,,2006,2,1
2006-03-01,,2006,3,1
2006-04-01,,2006,4,1
2006-05-01,,2006,5,1
2006-06-01,,2006,6,1
2006-07-01,,2006,7,1
2006-08-01,,2006,8,1
2006-09-01,,2006,9,1
2006-10-01,,2006,10,1
2006-11-01,,2006,11,1
2006-12-01,,2006,12,1
2007-01-01,,2007,1,1
2007-02-01,,2007,2,1
2007-03-01,,2007,3,1
2007-04-01,,2007,4,1
2007-05-01,,2007,5,1
2007-06-01,,2007,6,1
2007-07-01,,2007,7,1
2007-08-01,,2007,8,1
2007-09-01,,2007,9,1
2007-10-01,,2007,10,1
2007-11-01,,2007,11,1
2007-12-01,,2007,12,1
2008-01-01,41.4,2008,1,1
2008-02-01,33.7,2008,2,1
2008-03-01,25.8,2008,3,1
2008-04-01,27.3,2008,4,1
2008-05-01,220.1,2008,5,1
2008-06-01,545.8,2008,6,1
2008-07-01,160.5,2008,7,1
2008-08-01,270.9,2008,8,1
2008-09-01,215.6,2008,9,1
2008-10-01,154.4,2008,10,1
2008-11-01,134.8,2008,11,1
2008-12-01,85.2,2008,12,1
2009-01-01,69.1,2009,1,1
2009-02-01,52,2009,2,1
2009-03-01,47.7,2009,3,1
2009-04-01,43.1,2009,4,1
2009-05-01,57.6,2009,5,1
2009-06-01,684.6,2009,6,1
2009-07-01,253.5,2009,7,1
2009-08-01,134.4,2009,8,1
2009-09-01,101.3,2009,9,1
2009-10-01,132.8,2009,10,1
2009-11-01,104,2009,11,1
2009-12-01,72.9,2009,12,1
2010-01-01,43.9,2010,1,1
2010-02-01,28.2,2010,2,1
2010-03-01,31,2010,3,1
2010-04-01,52.7,2010,4,1
2010-05-01,468.6,2010,5,1
2010-06-01,233.1,2010,6,1
2010-07-01,137,2010,7,1
2010-08-01,91.5,2010,8,1
2010-09-01,98.1,2010,9,1
2010-10-01,151.9,2010,10,1
2010-11-01,123.9,2010,11,1
2010-12-01,74.8,2010,12,1
2011-01-01,65.6,2011,1,1
2011-02-01,60.3,2011,2,1
2011-03-01,57.7,2011,3,1
2011-04-01,197.6,2011,4,1
2011-05-01,544.9,2011,5,1
2011-06-01,239.2,2011,6,1
2011-07-01,118.7,2011,7,1
2011-08-01,94.5,2011,8,1
2011-09-01,135.2,2011,9,1
2011-10-01,169.3,2011,10,1
2011-11-01,113.6,2011,11,1
2011-12-01,87,2011,12,1
2012-01-01,71.8,2012,1,1
2012-02-01,66.4,2012,2,1
2012-03-01,63.3,2012,3,1
2012-04-01,89.2,2012,4,1
2012-05-01,375,2012,5,1
2012-06-01,215.3,2012,6,1
2012-07-01,182.1,2012,7,1
2012-08-01,153.7,2012,8,1
2012-09-01,94.2,2012,9,1
2012-10-01,140.5,2012,10,1
2012-11-01,101.1,2012,11,1
2012-12-01,71.2,2012,12,1
2013-01-01,48,2013,1,1
2013-02-01,40.6,2013,2,1
2013-03-01,38.1,2013,3,1
2013-04-01,38.4,2013,4,1
2013-05-01,281.7,2013,5,1
2013-06-01,243.9,2013,6,1
2013-07-01,88.1,2013,7,1
2013-08-01,70.4,2013,8,1
2013-09-01,69.5,2013,9,1
2013-10-01,67.3,2013,10,1
2013-11-01,64.2,2013,11,1
2013-12-01,48.5,2013,12,1
2014-01-01,39,2014,1,1
2014-02-01,36.1,2014,2,1
2014-03-01,31.4,2014,3,1
2014-04-01,32.6,2014,4,1
2014-05-01,477.7,2014,5,1
2014-06-01,354.5,2014,6,1
2014-07-01,299.8,2014,7,1
2014-08-01,190.6,2014,8,1
2014-09-01,113,2014,9,1
2014-10-01,86.5,2014,10,1
2014-11-01,65.3,2014,11,1
2014-12-01,55.2,2014,12,1
2015-01-01,48.1,2015,1,1
2015-02-01,42,2015,2,1
2015-03-01,40,2015,3,1
2015-04-01,39.7,2015,4,1
2015-05-01,451.6,2015,5,1
2015-06-01,466.9,2015,6,1
2015-07-01,448.2,2015,7,1
2015-08-01,316.2,2015,8,1
2015-09-01,189.5,2015,9,1
2015-10-01,122.4,2015,10,1
2015-11-01,100.4,2015,11,1
2015-12-01,67.2,2015,12,1
2016-01-01,49.3,2016,1,1
2016-02-01,45.7,2016,2,1
2016-03-01,48.2,2016,3,1
2016-04-01,73.7,2016,4,1
2016-05-01,428.1,2016,5,1
2016-06-01,233.9,2016,6,1
2016-07-01,118.5,2016,7,1
2016-08-01,75.2,2016,8,1
2016-09-01,86.2,2016,9,1
2016-10-01,74.6,2016,10,1
2016-11-01,60.1,2016,11,1
2016-12-01,39.3,2016,12,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
