Date,Streamflow,Year,Month,Day
1974-04-01,33,1974,4,1
1974-05-01,275,1974,5,1
1974-06-01,153,1974,6,1
1974-07-01,31.7,1974,7,1
1974-08-01,22.6,1974,8,1
1974-09-01,64.3,1974,9,1
1974-10-01,44.8,1974,10,1
1974-11-01,23.7,1974,11,1
1974-12-01,14.9,1974,12,1
1975-01-01,11.1,1975,1,1
1975-02-01,10.7,1975,2,1
1975-03-01,10.2,1975,3,1
1975-04-01,20.2,1975,4,1
1975-05-01,237,1975,5,1
1975-06-01,231,1975,6,1
1975-07-01,86.9,1975,7,1
1975-08-01,119,1975,8,1
1975-09-01,152,1975,9,1
1975-10-01,87.4,1975,10,1
1975-11-01,45.6,1975,11,1
1975-12-01,27.9,1975,12,1
1976-01-01,17.5,1976,1,1
1976-02-01,13.1,1976,2,1
1976-03-01,11.5,1976,3,1
1976-04-01,18.6,1976,4,1
1976-05-01,240,1976,5,1
1976-06-01,86,1976,6,1
1976-07-01,61.6,1976,7,1
1976-08-01,46.2,1976,8,1
1976-09-01,18.4,1976,9,1
1976-10-01,19.2,1976,10,1
1976-11-01,12.6,1976,11,1
1976-12-01,11.4,1976,12,1
1977-01-01,10.5,1977,1,1
1977-02-01,8.5,1977,2,1
1977-03-01,7.3,1977,3,1
1977-04-01,35.2,1977,4,1
1977-05-01,195,1977,5,1
1977-06-01,39.3,1977,6,1
1977-07-01,26.4,1977,7,1
1977-08-01,17.1,1977,8,1
1977-09-01,16.2,1977,9,1
1977-10-01,23.5,1977,10,1
1977-11-01,19.5,1977,11,1
1977-12-01,16.1,1977,12,1
1978-01-01,12.1,1978,1,1
1978-02-01,10.6,1978,2,1
1978-03-01,10.2,1978,3,1
1978-04-01,10.8,1978,4,1
1978-05-01,225,1978,5,1
1978-06-01,186,1978,6,1
1978-07-01,27,1978,7,1
1978-08-01,47.7,1978,8,1
1978-09-01,51.4,1978,9,1
1978-10-01,59,1978,10,1
1978-11-01,58.3,1978,11,1
1978-12-01,27.2,1978,12,1
1979-01-01,14.7,1979,1,1
1979-02-01,11.9,1979,2,1
1979-03-01,11,1979,3,1
1979-04-01,11.3,1979,4,1
1979-05-01,261,1979,5,1
1979-06-01,344,1979,6,1
1979-07-01,173,1979,7,1
1979-08-01,124,1979,8,1
1979-09-01,83.3,1979,9,1
1979-10-01,64,1979,10,1
1979-11-01,59.8,1979,11,1
1979-12-01,35.8,1979,12,1
1980-01-01,17.3,1980,1,1
1980-02-01,13.6,1980,2,1
1980-03-01,10,1980,3,1
1980-04-01,21.2,1980,4,1
1980-05-01,247,1980,5,1
1980-06-01,143,1980,6,1
1980-07-01,72.8,1980,7,1
1980-08-01,61.2,1980,8,1
1980-09-01,141,1980,9,1
1980-10-01,59.5,1980,10,1
1980-11-01,31.1,1980,11,1
1980-12-01,20,1980,12,1
1981-01-01,15.7,1981,1,1
1981-02-01,12.7,1981,2,1
1981-03-01,11,1981,3,1
1981-04-01,24.4,1981,4,1
1981-05-01,268,1981,5,1
1981-06-01,182,1981,6,1
1981-07-01,44.3,1981,7,1
1981-08-01,22.8,1981,8,1
1981-09-01,15.5,1981,9,1
1981-10-01,15.2,1981,10,1
1981-11-01,11.9,1981,11,1
1981-12-01,9.9,1981,12,1
1982-01-01,8,1982,1,1
1982-02-01,7.5,1982,2,1
1982-03-01,8,1982,3,1
1982-04-01,15.7,1982,4,1
1982-05-01,180,1982,5,1
1982-06-01,71,1982,6,1
1982-07-01,20.1,1982,7,1
1982-08-01,25.5,1982,8,1
1982-09-01,28.1,1982,9,1
1982-10-01,24.4,1982,10,1
1982-11-01,26.1,1982,11,1
1982-12-01,15.6,1982,12,1
1983-01-01,11,1983,1,1
1983-02-01,11.5,1983,2,1
1983-03-01,10.1,1983,3,1
1983-04-01,11.5,1983,4,1
1983-05-01,198,1983,5,1
1983-06-01,302,1983,6,1
1983-07-01,34.5,1983,7,1
1983-08-01,18.3,1983,8,1
1983-09-01,57.9,1983,9,1
1983-10-01,106,1983,10,1
1983-11-01,49,1983,11,1
1983-12-01,24.3,1983,12,1
1984-01-01,17.6,1984,1,1
1984-02-01,14.6,1984,2,1
1984-03-01,12.3,1984,3,1
1984-04-01,11.1,1984,4,1
1984-05-01,167,1984,5,1
1984-06-01,195,1984,6,1
1984-07-01,55.4,1984,7,1
1984-08-01,30.1,1984,8,1
1984-09-01,39.3,1984,9,1
1984-10-01,63,1984,10,1
1984-11-01,36.6,1984,11,1
1984-12-01,16.1,1984,12,1
1985-01-01,11.8,1985,1,1
1985-02-01,10.6,1985,2,1
1985-03-01,9.4,1985,3,1
1985-04-01,18.6,1985,4,1
1985-05-01,184,1985,5,1
1985-06-01,164,1985,6,1
1985-07-01,67,1985,7,1
1985-08-01,37.6,1985,8,1
1985-09-01,23.5,1985,9,1
1985-10-01,19.4,1985,10,1
1985-11-01,16.4,1985,11,1
1985-12-01,11.3,1985,12,1
1986-01-01,10.1,1986,1,1
1986-02-01,9.6,1986,2,1
1986-03-01,9.1,1986,3,1
1986-04-01,11.4,1986,4,1
1986-05-01,158.9,1986,5,1
1986-06-01,289,1986,6,1
1986-07-01,86.6,1986,7,1
1986-08-01,96.9,1986,8,1
1986-09-01,95.7,1986,9,1
1986-10-01,119.8,1986,10,1
1986-11-01,59,1986,11,1
1986-12-01,29.4,1986,12,1
1987-01-01,15.2,1987,1,1
1987-02-01,11.6,1987,2,1
1987-03-01,10.7,1987,3,1
1987-04-01,11.7,1987,4,1
1987-05-01,204.6,1987,5,1
1987-06-01,112.1,1987,6,1
1987-07-01,46.6,1987,7,1
1987-08-01,29.8,1987,8,1
1987-09-01,27.9,1987,9,1
1987-10-01,20.6,1987,10,1
1987-11-01,13.5,1987,11,1
1987-12-01,10.7,1987,12,1
1988-01-01,8.7,1988,1,1
1988-02-01,8.5,1988,2,1
1988-03-01,8.4,1988,3,1
1988-04-01,12.1,1988,4,1
1988-05-01,178.5,1988,5,1
1988-06-01,105.7,1988,6,1
1988-07-01,25.4,1988,7,1
1988-08-01,12.2,1988,8,1
1988-09-01,11.9,1988,9,1
1988-10-01,12.4,1988,10,1
1988-11-01,9.9,1988,11,1
1988-12-01,9.3,1988,12,1
1989-01-01,8.9,1989,1,1
1989-02-01,7.7,1989,2,1
1989-03-01,7.4,1989,3,1
1989-04-01,8.5,1989,4,1
1989-05-01,113.5,1989,5,1
1989-06-01,118.7,1989,6,1
1989-07-01,21.2,1989,7,1
1989-08-01,11.7,1989,8,1
1989-09-01,12,1989,9,1
1989-10-01,12.6,1989,10,1
1989-11-01,9.4,1989,11,1
1989-12-01,8.2,1989,12,1
1990-01-01,7.9,1990,1,1
1990-02-01,7.2,1990,2,1
1990-03-01,7.1,1990,3,1
1990-04-01,8.7,1990,4,1
1990-05-01,263,1990,5,1
1990-06-01,279.2,1990,6,1
1990-07-01,49,1990,7,1
1990-08-01,22.9,1990,8,1
1990-09-01,19.2,1990,9,1
1990-10-01,60.6,1990,10,1
1990-11-01,43.1,1990,11,1
1990-12-01,24.7,1990,12,1
1991-01-01,15.2,1991,1,1
1991-02-01,12.2,1991,2,1
1991-03-01,11,1991,3,1
1991-04-01,67.4,1991,4,1
1991-05-01,271.2,1991,5,1
1991-06-01,45.1,1991,6,1
1991-07-01,17.4,1991,7,1
1991-08-01,34.5,1991,8,1
1991-09-01,29.6,1991,9,1
1991-10-01,16.3,1991,10,1
1991-11-01,12.5,1991,11,1
1991-12-01,9.7,1991,12,1
1992-01-01,8.1,1992,1,1
1992-02-01,8.1,1992,2,1
1992-03-01,9.2,1992,3,1
1992-04-01,9.8,1992,4,1
1992-05-01,122.5,1992,5,1
1992-06-01,166.9,1992,6,1
1992-07-01,66.2,1992,7,1
1992-08-01,33.9,1992,8,1
1992-09-01,47,1992,9,1
1992-10-01,44.3,1992,10,1
1992-11-01,39.6,1992,11,1
1992-12-01,17.3,1992,12,1
1993-01-01,11.7,1993,1,1
1993-02-01,10.6,1993,2,1
1993-03-01,10.8,1993,3,1
1993-04-01,12.6,1993,4,1
1993-05-01,208.8,1993,5,1
1993-06-01,211.7,1993,6,1
1993-07-01,85.8,1993,7,1
1993-08-01,21.7,1993,8,1
1993-09-01,22,1993,9,1
1993-10-01,43.3,1993,10,1
1993-11-01,25.7,1993,11,1
1993-12-01,13.1,1993,12,1
1994-01-01,22.5,1994,1,1
1994-02-01,,1994,2,1
1994-03-01,,1994,3,1
1994-04-01,,1994,4,1
1994-05-01,,1994,5,1
1994-06-01,,1994,6,1
1994-07-01,,1994,7,1
1994-08-01,,1994,8,1
1994-09-01,,1994,9,1
1994-10-01,,1994,10,1
1994-11-01,,1994,11,1
1994-12-01,,1994,12,1
1995-01-01,13.4,1995,1,1
1995-02-01,11.8,1995,2,1
1995-03-01,11.7,1995,3,1
1995-04-01,121.2,1995,4,1
1995-05-01,161,1995,5,1
1995-06-01,68.5,1995,6,1
1995-07-01,29.1,1995,7,1
1995-08-01,16.8,1995,8,1
1995-09-01,16.4,1995,9,1
1995-10-01,16.8,1995,10,1
1995-11-01,19.6,1995,11,1
1995-12-01,12.8,1995,12,1
1996-01-01,14.1,1996,1,1
1996-02-01,11.7,1996,2,1
1996-03-01,9.9,1996,3,1
1996-04-01,9.5,1996,4,1
1996-05-01,147.2,1996,5,1
1996-06-01,210.5,1996,6,1
1996-07-01,,1996,7,1
1996-08-01,,1996,8,1
1996-09-01,,1996,9,1
1996-10-01,,1996,10,1
1996-11-01,,1996,11,1
1996-12-01,,1996,12,1
1997-01-01,,1997,1,1
1997-02-01,,1997,2,1
1997-03-01,,1997,3,1
1997-04-01,,1997,4,1
1997-05-01,,1997,5,1
1997-06-01,,1997,6,1
1997-07-01,,1997,7,1
1997-08-01,,1997,8,1
1997-09-01,,1997,9,1
1997-10-01,,1997,10,1
1997-11-01,,1997,11,1
1997-12-01,,1997,12,1
1998-01-01,,1998,1,1
1998-02-01,,1998,2,1
1998-03-01,,1998,3,1
1998-04-01,,1998,4,1
1998-05-01,331.8,1998,5,1
1998-06-01,,1998,6,1
1998-07-01,,1998,7,1
1998-08-01,,1998,8,1
1998-09-01,,1998,9,1
1998-10-01,,1998,10,1
1998-11-01,,1998,11,1
1998-12-01,,1998,12,1
1999-01-01,,1999,1,1
1999-02-01,,1999,2,1
1999-03-01,,1999,3,1
1999-04-01,,1999,4,1
1999-05-01,,1999,5,1
1999-06-01,,1999,6,1
1999-07-01,,1999,7,1
1999-08-01,,1999,8,1
1999-09-01,60.3,1999,9,1
1999-10-01,45.5,1999,10,1
1999-11-01,47,1999,11,1
1999-12-01,26.9,1999,12,1
2000-01-01,17.4,2000,1,1
2000-02-01,13.8,2000,2,1
2000-03-01,11.9,2000,3,1
2000-04-01,,2000,4,1
2000-05-01,,2000,5,1
2000-06-01,,2000,6,1
2000-07-01,,2000,7,1
2000-08-01,,2000,8,1
2000-09-01,,2000,9,1
2000-10-01,,2000,10,1
2000-11-01,,2000,11,1
2000-12-01,,2000,12,1
2001-01-01,,2001,1,1
2001-02-01,,2001,2,1
2001-03-01,,2001,3,1
2001-04-01,,2001,4,1
2001-05-01,,2001,5,1
2001-06-01,,2001,6,1
2001-07-01,,2001,7,1
2001-08-01,,2001,8,1
2001-09-01,,2001,9,1
2001-10-01,,2001,10,1
2001-11-01,,2001,11,1
2001-12-01,,2001,12,1
2002-01-01,,2002,1,1
2002-02-01,,2002,2,1
2002-03-01,,2002,3,1
2002-04-01,,2002,4,1
2002-05-01,,2002,5,1
2002-06-01,,2002,6,1
2002-07-01,,2002,7,1
2002-08-01,,2002,8,1
2002-09-01,,2002,9,1
2002-10-01,,2002,10,1
2002-11-01,,2002,11,1
2002-12-01,,2002,12,1
2003-01-01,,2003,1,1
2003-02-01,,2003,2,1
2003-03-01,,2003,3,1
2003-04-01,,2003,4,1
2003-05-01,,2003,5,1
2003-06-01,,2003,6,1
2003-07-01,,2003,7,1
2003-08-01,,2003,8,1
2003-09-01,,2003,9,1
2003-10-01,,2003,10,1
2003-11-01,,2003,11,1
2003-12-01,,2003,12,1
2004-01-01,,2004,1,1
2004-02-01,,2004,2,1
2004-03-01,,2004,3,1
2004-04-01,,2004,4,1
2004-05-01,,2004,5,1
2004-06-01,,2004,6,1
2004-07-01,,2004,7,1
2004-08-01,,2004,8,1
2004-09-01,,2004,9,1
2004-10-01,,2004,10,1
2004-11-01,,2004,11,1
2004-12-01,,2004,12,1
2005-01-01,,2005,1,1
2005-02-01,,2005,2,1
2005-03-01,,2005,3,1
2005-04-01,,2005,4,1
2005-05-01,,2005,5,1
2005-06-01,,2005,6,1
2005-07-01,30.4,2005,7,1
2005-08-01,17.5,2005,8,1
2005-09-01,28.5,2005,9,1
2005-10-01,22,2005,10,1
2005-11-01,19.1,2005,11,1
2005-12-01,14.7,2005,12,1
2006-01-01,,2006,1,1
2006-02-01,,2006,2,1
2006-03-01,,2006,3,1
2006-04-01,,2006,4,1
2006-05-01,100,2006,5,1
2006-06-01,99.7,2006,6,1
2006-07-01,44.1,2006,7,1
2006-08-01,41.3,2006,8,1
2006-09-01,29.6,2006,9,1
2006-10-01,,2006,10,1
2006-11-01,,2006,11,1
2006-12-01,,2006,12,1
2007-01-01,,2007,1,1
2007-02-01,,2007,2,1
2007-03-01,,2007,3,1
2007-04-01,,2007,4,1
2007-05-01,,2007,5,1
2007-06-01,,2007,6,1
2007-07-01,,2007,7,1
2007-08-01,,2007,8,1
2007-09-01,,2007,9,1
2007-10-01,,2007,10,1
2007-11-01,,2007,11,1
2007-12-01,,2007,12,1
2008-01-01,23.8,2008,1,1
2008-02-01,17.5,2008,2,1
2008-03-01,16.4,2008,3,1
2008-04-01,27.1,2008,4,1
2008-05-01,231.8,2008,5,1
2008-06-01,278.3,2008,6,1
2008-07-01,49.3,2008,7,1
2008-08-01,21,2008,8,1
2008-09-01,18.3,2008,9,1
2008-10-01,34.1,2008,10,1
2008-11-01,52.2,2008,11,1
2008-12-01,28.1,2008,12,1
2009-01-01,,2009,1,1
2009-02-01,,2009,2,1
2009-03-01,,2009,3,1
2009-04-01,,2009,4,1
2009-05-01,,2009,5,1
2009-06-01,,2009,6,1
2009-07-01,,2009,7,1
2009-08-01,,2009,8,1
2009-09-01,,2009,9,1
2009-10-01,,2009,10,1
2009-11-01,,2009,11,1
2009-12-01,,2009,12,1
2010-01-01,,2010,1,1
2010-02-01,,2010,2,1
2010-03-01,,2010,3,1
2010-04-01,,2010,4,1
2010-05-01,,2010,5,1
2010-06-01,,2010,6,1
2010-07-01,,2010,7,1
2010-08-01,,2010,8,1
2010-09-01,,2010,9,1
2010-10-01,,2010,10,1
2010-11-01,,2010,11,1
2010-12-01,,2010,12,1
2011-01-01,,2011,1,1
2011-02-01,,2011,2,1
2011-03-01,,2011,3,1
2011-04-01,,2011,4,1
2011-05-01,,2011,5,1
2011-06-01,,2011,6,1
2011-07-01,,2011,7,1
2011-08-01,,2011,8,1
2011-09-01,,2011,9,1
2011-10-01,,2011,10,1
2011-11-01,,2011,11,1
2011-12-01,,2011,12,1
2012-01-01,,2012,1,1
2012-02-01,,2012,2,1
2012-03-01,,2012,3,1
2012-04-01,,2012,4,1
2012-05-01,,2012,5,1
2012-06-01,,2012,6,1
2012-07-01,,2012,7,1
2012-08-01,,2012,8,1
2012-09-01,,2012,9,1
2012-10-01,,2012,10,1
2012-11-01,,2012,11,1
2012-12-01,,2012,12,1
2013-01-01,,2013,1,1
2013-02-01,,2013,2,1
2013-03-01,,2013,3,1
2013-04-01,,2013,4,1
2013-05-01,,2013,5,1
2013-06-01,,2013,6,1
2013-07-01,,2013,7,1
2013-08-01,,2013,8,1
2013-09-01,,2013,9,1
2013-10-01,,2013,10,1
2013-11-01,,2013,11,1
2013-12-01,,2013,12,1
2014-01-01,,2014,1,1
2014-02-01,,2014,2,1
2014-03-01,,2014,3,1
2014-04-01,,2014,4,1
2014-05-01,,2014,5,1
2014-06-01,,2014,6,1
2014-07-01,,2014,7,1
2014-08-01,,2014,8,1
2014-09-01,,2014,9,1
2014-10-01,,2014,10,1
2014-11-01,,2014,11,1
2014-12-01,,2014,12,1
2015-01-01,,2015,1,1
2015-02-01,,2015,2,1
2015-03-01,,2015,3,1
2015-04-01,,2015,4,1
2015-05-01,,2015,5,1
2015-06-01,,2015,6,1
2015-07-01,,2015,7,1
2015-08-01,,2015,8,1
2015-09-01,,2015,9,1
2015-10-01,,2015,10,1
2015-11-01,,2015,11,1
2015-12-01,,2015,12,1
2016-01-01,,2016,1,1
2016-02-01,,2016,2,1
2016-03-01,,2016,3,1
2016-04-01,,2016,4,1
2016-05-01,,2016,5,1
2016-06-01,,2016,6,1
2016-07-01,,2016,7,1
2016-08-01,,2016,8,1
2016-09-01,21,2016,9,1
2016-10-01,23.2,2016,10,1
2016-11-01,17.4,2016,11,1
2016-12-01,16.4,2016,12,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
