Date,Streamflow,Year,Month,Day
1975-03-01,30.1,1975,3,1
1975-04-01,51.2,1975,4,1
1975-05-01,196,1975,5,1
1975-06-01,187,1975,6,1
1975-07-01,73.1,1975,7,1
1975-08-01,81,1975,8,1
1975-09-01,58.3,1975,9,1
1975-10-01,49.6,1975,10,1
1975-11-01,44,1975,11,1
1975-12-01,50.5,1975,12,1
1976-01-01,36.3,1976,1,1
1976-02-01,30.9,1976,2,1
1976-03-01,29.9,1976,3,1
1976-04-01,42.2,1976,4,1
1976-05-01,165,1976,5,1
1976-06-01,87.1,1976,6,1
1976-07-01,89.8,1976,7,1
1976-08-01,41.7,1976,8,1
1976-09-01,42.4,1976,9,1
1976-10-01,37.6,1976,10,1
1976-11-01,33.9,1976,11,1
1976-12-01,37.6,1976,12,1
1977-01-01,32.6,1977,1,1
1977-02-01,31.5,1977,2,1
1977-03-01,29.9,1977,3,1
1977-04-01,55.2,1977,4,1
1977-05-01,161,1977,5,1
1977-06-01,51.2,1977,6,1
1977-07-01,49.4,1977,7,1
1977-08-01,47.8,1977,8,1
1977-09-01,50.6,1977,9,1
1977-10-01,49.3,1977,10,1
1977-11-01,39.4,1977,11,1
1977-12-01,34.6,1977,12,1
1978-01-01,26.6,1978,1,1
1978-02-01,25.1,1978,2,1
1978-03-01,25.3,1978,3,1
1978-04-01,24.9,1978,4,1
1978-05-01,44.7,1978,5,1
1978-06-01,336,1978,6,1
1978-07-01,67.2,1978,7,1
1978-08-01,70.1,1978,8,1
1978-09-01,60,1978,9,1
1978-10-01,60.1,1978,10,1
1978-11-01,72.3,1978,11,1
1978-12-01,49.5,1978,12,1
1979-01-01,35.6,1979,1,1
1979-02-01,33.9,1979,2,1
1979-03-01,26.2,1979,3,1
1979-04-01,33.3,1979,4,1
1979-05-01,236,1979,5,1
1979-06-01,107,1979,6,1
1979-07-01,87.1,1979,7,1
1979-08-01,161,1979,8,1
1979-09-01,59.9,1979,9,1
1979-10-01,36.4,1979,10,1
1979-11-01,35.9,1979,11,1
1979-12-01,24.6,1979,12,1
1980-01-01,24.2,1980,1,1
1980-02-01,23.6,1980,2,1
1980-03-01,24,1980,3,1
1980-04-01,50.2,1980,4,1
1980-05-01,131,1980,5,1
1980-06-01,57.8,1980,6,1
1980-07-01,40.8,1980,7,1
1980-08-01,41.8,1980,8,1
1980-09-01,51.9,1980,9,1
1980-10-01,31.6,1980,10,1
1980-11-01,39.8,1980,11,1
1980-12-01,33.1,1980,12,1
1981-01-01,29.9,1981,1,1
1981-02-01,26,1981,2,1
1981-03-01,26.8,1981,3,1
1981-04-01,31.5,1981,4,1
1981-05-01,-999,1981,5,1
1981-06-01,136,1981,6,1
1981-07-01,46.8,1981,7,1
1981-08-01,44.4,1981,8,1
1981-09-01,69.5,1981,9,1
1981-10-01,55.5,1981,10,1
1981-11-01,54.5,1981,11,1
1981-12-01,45,1981,12,1
1982-01-01,30.9,1982,1,1
1982-02-01,31.6,1982,2,1
1982-03-01,29.8,1982,3,1
1982-04-01,72.2,1982,4,1
1982-05-01,207,1982,5,1
1982-06-01,136,1982,6,1
1982-07-01,45.8,1982,7,1
1982-08-01,50.2,1982,8,1
1982-09-01,51,1982,9,1
1982-10-01,37.9,1982,10,1
1982-11-01,45,1982,11,1
1982-12-01,42.5,1982,12,1
1983-01-01,36.5,1983,1,1
1983-02-01,33.7,1983,2,1
1983-03-01,32.5,1983,3,1
1983-04-01,39.4,1983,4,1
1983-05-01,171,1983,5,1
1983-06-01,192,1983,6,1
1983-07-01,90.8,1983,7,1
1983-08-01,44.7,1983,8,1
1983-09-01,59.5,1983,9,1
1983-10-01,57.8,1983,10,1
1983-11-01,50.8,1983,11,1
1983-12-01,42.3,1983,12,1
1984-01-01,37.1,1984,1,1
1984-02-01,35.3,1984,2,1
1984-03-01,33.4,1984,3,1
1984-04-01,30.2,1984,4,1
1984-05-01,138,1984,5,1
1984-06-01,54.9,1984,6,1
1984-07-01,58.4,1984,7,1
1984-08-01,52.6,1984,8,1
1984-09-01,93,1984,9,1
1984-10-01,70.9,1984,10,1
1984-11-01,42.6,1984,11,1
1984-12-01,31.5,1984,12,1
1985-01-01,26.1,1985,1,1
1985-02-01,24.2,1985,2,1
1985-03-01,27.8,1985,3,1
1985-04-01,35.1,1985,4,1
1985-05-01,280,1985,5,1
1985-06-01,134,1985,6,1
1985-07-01,123,1985,7,1
1985-08-01,71.6,1985,8,1
1985-09-01,76.9,1985,9,1
1985-10-01,82.6,1985,10,1
1985-11-01,54.3,1985,11,1
1985-12-01,39.6,1985,12,1
1986-01-01,36.1,1986,1,1
1986-02-01,32.6,1986,2,1
1986-03-01,32.3,1986,3,1
1986-04-01,37.8,1986,4,1
1986-05-01,152.2,1986,5,1
1986-06-01,102.8,1986,6,1
1986-07-01,94.9,1986,7,1
1986-08-01,122.4,1986,8,1
1986-09-01,66.9,1986,9,1
1986-10-01,79.1,1986,10,1
1986-11-01,24.1,1986,11,1
1986-12-01,62.9,1986,12,1
1987-01-01,38.7,1987,1,1
1987-02-01,35.7,1987,2,1
1987-03-01,31.7,1987,3,1
1987-04-01,34.9,1987,4,1
1987-05-01,218.9,1987,5,1
1987-06-01,81.2,1987,6,1
1987-07-01,63.3,1987,7,1
1987-08-01,54.9,1987,8,1
1987-09-01,59.7,1987,9,1
1987-10-01,58.3,1987,10,1
1987-11-01,54.1,1987,11,1
1987-12-01,43.8,1987,12,1
1988-01-01,36.4,1988,1,1
1988-02-01,32.5,1988,2,1
1988-03-01,30.8,1988,3,1
1988-04-01,31.4,1988,4,1
1988-05-01,132,1988,5,1
1988-06-01,99.2,1988,6,1
1988-07-01,41.6,1988,7,1
1988-08-01,39.3,1988,8,1
1988-09-01,47.6,1988,9,1
1988-10-01,42.7,1988,10,1
1988-11-01,41.9,1988,11,1
1988-12-01,37.3,1988,12,1
1989-01-01,34,1989,1,1
1989-02-01,31.6,1989,2,1
1989-03-01,31.9,1989,3,1
1989-04-01,33.9,1989,4,1
1989-05-01,164.6,1989,5,1
1989-06-01,87.3,1989,6,1
1989-07-01,37.9,1989,7,1
1989-08-01,37.8,1989,8,1
1989-09-01,41.7,1989,9,1
1989-10-01,36.3,1989,10,1
1989-11-01,28.3,1989,11,1
1989-12-01,33.3,1989,12,1
1990-01-01,30.1,1990,1,1
1990-02-01,29,1990,2,1
1990-03-01,28.9,1990,3,1
1990-04-01,34.1,1990,4,1
1990-05-01,191.7,1990,5,1
1990-06-01,84.9,1990,6,1
1990-07-01,53.3,1990,7,1
1990-08-01,41.7,1990,8,1
1990-09-01,77.2,1990,9,1
1990-10-01,58,1990,10,1
1990-11-01,44.7,1990,11,1
1990-12-01,41.9,1990,12,1
1991-01-01,,1991,1,1
1991-02-01,,1991,2,1
1991-03-01,,1991,3,1
1991-04-01,128.8,1991,4,1
1991-05-01,167.1,1991,5,1
1991-06-01,62.8,1991,6,1
1991-07-01,42.1,1991,7,1
1991-08-01,42.3,1991,8,1
1991-09-01,45.3,1991,9,1
1991-10-01,45.4,1991,10,1
1991-11-01,22.2,1991,11,1
1991-12-01,27.3,1991,12,1
1992-01-01,28.5,1992,1,1
1992-02-01,31.3,1992,2,1
1992-03-01,31.5,1992,3,1
1992-04-01,31.8,1992,4,1
1992-05-01,137.6,1992,5,1
1992-06-01,67,1992,6,1
1992-07-01,54.4,1992,7,1
1992-08-01,58.4,1992,8,1
1992-09-01,50.3,1992,9,1
1992-10-01,42.1,1992,10,1
1992-11-01,36.9,1992,11,1
1992-12-01,33.7,1992,12,1
1993-01-01,31.4,1993,1,1
1993-02-01,30.6,1993,2,1
1993-03-01,31.5,1993,3,1
1993-04-01,33.1,1993,4,1
1993-05-01,172.2,1993,5,1
1993-06-01,166.2,1993,6,1
1993-07-01,72.8,1993,7,1
1993-08-01,58.7,1993,8,1
1993-09-01,68.9,1993,9,1
1993-10-01,73.6,1993,10,1
1993-11-01,37.1,1993,11,1
1993-12-01,25.3,1993,12,1
1994-01-01,25.3,1994,1,1
1994-02-01,26.6,1994,2,1
1994-03-01,28,1994,3,1
1994-04-01,35,1994,4,1
1994-05-01,208.3,1994,5,1
1994-06-01,177.6,1994,6,1
1994-07-01,83,1994,7,1
1994-08-01,91.7,1994,8,1
1994-09-01,50.9,1994,9,1
1994-10-01,,1994,10,1
1994-11-01,,1994,11,1
1994-12-01,,1994,12,1
1995-01-01,29.4,1995,1,1
1995-02-01,30.6,1995,2,1
1995-03-01,33.1,1995,3,1
1995-04-01,152.2,1995,4,1
1995-05-01,74.2,1995,5,1
1995-06-01,44,1995,6,1
1995-07-01,45.5,1995,7,1
1995-08-01,61.9,1995,8,1
1995-09-01,45.4,1995,9,1
1995-10-01,39.5,1995,10,1
1995-11-01,42.7,1995,11,1
1995-12-01,29.9,1995,12,1
1996-01-01,25,1996,1,1
1996-02-01,23.7,1996,2,1
1996-03-01,24.9,1996,3,1
1996-04-01,27.2,1996,4,1
1996-05-01,92.5,1996,5,1
1996-06-01,70.2,1996,6,1
1996-07-01,53,1996,7,1
1996-08-01,83.2,1996,8,1
1996-09-01,46.3,1996,9,1
1996-10-01,44.4,1996,10,1
1996-11-01,42.5,1996,11,1
1996-12-01,33.8,1996,12,1
1997-01-01,31.2,1997,1,1
1997-02-01,31.4,1997,2,1
1997-03-01,32.1,1997,3,1
1997-04-01,114.7,1997,4,1
1997-05-01,162.9,1997,5,1
1997-06-01,111.8,1997,6,1
1997-07-01,71.6,1997,7,1
1997-08-01,38.9,1997,8,1
1997-09-01,44,1997,9,1
1997-10-01,41.4,1997,10,1
1997-11-01,,1997,11,1
1997-12-01,,1997,12,1
1998-01-01,,1998,1,1
1998-02-01,,1998,2,1
1998-03-01,,1998,3,1
1998-04-01,,1998,4,1
1998-05-01,,1998,5,1
1998-06-01,,1998,6,1
1998-07-01,,1998,7,1
1998-08-01,,1998,8,1
1998-09-01,,1998,9,1
1998-10-01,,1998,10,1
1998-11-01,40.1,1998,11,1
1998-12-01,36.9,1998,12,1
1999-01-01,36.4,1999,1,1
1999-02-01,35.9,1999,2,1
1999-03-01,34.9,1999,3,1
1999-04-01,35.7,1999,4,1
1999-05-01,186.7,1999,5,1
1999-06-01,216.4,1999,6,1
1999-07-01,45.1,1999,7,1
1999-08-01,39.9,1999,8,1
1999-09-01,56.6,1999,9,1
1999-10-01,53,1999,10,1
1999-11-01,47.7,1999,11,1
1999-12-01,32.5,1999,12,1
2000-01-01,27.8,2000,1,1
2000-02-01,25.5,2000,2,1
2000-03-01,26.4,2000,3,1
2000-04-01,66.5,2000,4,1
2000-05-01,141.4,2000,5,1
2000-06-01,67.2,2000,6,1
2000-07-01,41.1,2000,7,1
2000-08-01,72.8,2000,8,1
2000-09-01,77.1,2000,9,1
2000-10-01,54.3,2000,10,1
2000-11-01,51.4,2000,11,1
2000-12-01,39.5,2000,12,1
2001-01-01,31.2,2001,1,1
2001-02-01,27.4,2001,2,1
2001-03-01,26.6,2001,3,1
2001-04-01,51.7,2001,4,1
2001-05-01,264.5,2001,5,1
2001-06-01,100.2,2001,6,1
2001-07-01,71.9,2001,7,1
2001-08-01,69.1,2001,8,1
2001-09-01,56.8,2001,9,1
2001-10-01,69,2001,10,1
2001-11-01,45.9,2001,11,1
2001-12-01,35.8,2001,12,1
2002-01-01,33.9,2002,1,1
2002-02-01,32.4,2002,2,1
2002-03-01,32.9,2002,3,1
2002-04-01,33.2,2002,4,1
2002-05-01,205.2,2002,5,1
2002-06-01,122.9,2002,6,1
2002-07-01,89.9,2002,7,1
2002-08-01,63.2,2002,8,1
2002-09-01,81.7,2002,9,1
2002-10-01,92.2,2002,10,1
2002-11-01,84.8,2002,11,1
2002-12-01,52.7,2002,12,1
2003-01-01,36.3,2003,1,1
2003-02-01,30.5,2003,2,1
2003-03-01,30.8,2003,3,1
2003-04-01,37.9,2003,4,1
2003-05-01,199.9,2003,5,1
2003-06-01,92.5,2003,6,1
2003-07-01,52.2,2003,7,1
2003-08-01,43.4,2003,8,1
2003-09-01,46.8,2003,9,1
2003-10-01,47.9,2003,10,1
2003-11-01,39.8,2003,11,1
2003-12-01,36.5,2003,12,1
2004-01-01,33.7,2004,1,1
2004-02-01,32.4,2004,2,1
2004-03-01,31.7,2004,3,1
2004-04-01,32.3,2004,4,1
2004-05-01,,2004,5,1
2004-06-01,,2004,6,1
2004-07-01,49,2004,7,1
2004-08-01,43,2004,8,1
2004-09-01,67.3,2004,9,1
2004-10-01,50.3,2004,10,1
2004-11-01,37.6,2004,11,1
2004-12-01,24.8,2004,12,1
2005-01-01,27.8,2005,1,1
2005-02-01,30.5,2005,2,1
2005-03-01,31.6,2005,3,1
2005-04-01,42.6,2005,4,1
2005-05-01,201.1,2005,5,1
2005-06-01,88.4,2005,6,1
2005-07-01,56,2005,7,1
2005-08-01,44.7,2005,8,1
2005-09-01,48.9,2005,9,1
2005-10-01,44,2005,10,1
2005-11-01,55.3,2005,11,1
2005-12-01,42.2,2005,12,1
2006-01-01,37.5,2006,1,1
2006-02-01,34.6,2006,2,1
2006-03-01,36.8,2006,3,1
2006-04-01,36.4,2006,4,1
2006-05-01,191.2,2006,5,1
2006-06-01,115.2,2006,6,1
2006-07-01,82,2006,7,1
2006-08-01,97.7,2006,8,1
2006-09-01,57.9,2006,9,1
2006-10-01,76.8,2006,10,1
2006-11-01,83,2006,11,1
2006-12-01,38.1,2006,12,1
2007-01-01,38.6,2007,1,1
2007-02-01,36.5,2007,2,1
2007-03-01,32.3,2007,3,1
2007-04-01,109.9,2007,4,1
2007-05-01,138.7,2007,5,1
2007-06-01,108,2007,6,1
2007-07-01,50.7,2007,7,1
2007-08-01,34.2,2007,8,1
2007-09-01,33,2007,9,1
2007-10-01,36.6,2007,10,1
2007-11-01,38.1,2007,11,1
2007-12-01,34.7,2007,12,1
2008-01-01,,2008,1,1
2008-02-01,,2008,2,1
2008-03-01,,2008,3,1
2008-04-01,,2008,4,1
2008-05-01,,2008,5,1
2008-06-01,,2008,6,1
2008-07-01,,2008,7,1
2008-08-01,,2008,8,1
2008-09-01,,2008,9,1
2008-10-01,,2008,10,1
2008-11-01,,2008,11,1
2008-12-01,,2008,12,1
2009-01-01,42.3,2009,1,1
2009-02-01,37.5,2009,2,1
2009-03-01,38.3,2009,3,1
2009-04-01,41.6,2009,4,1
2009-05-01,172.3,2009,5,1
2009-06-01,127.6,2009,6,1
2009-07-01,71.4,2009,7,1
2009-08-01,42.1,2009,8,1
2009-09-01,39.8,2009,9,1
2009-10-01,47.3,2009,10,1
2009-11-01,49.7,2009,11,1
2009-12-01,38,2009,12,1
2010-01-01,33.9,2010,1,1
2010-02-01,33.7,2010,2,1
2010-03-01,30.5,2010,3,1
2010-04-01,45.8,2010,4,1
2010-05-01,142.1,2010,5,1
2010-06-01,39.4,2010,6,1
2010-07-01,33.5,2010,7,1
2010-08-01,28.6,2010,8,1
2010-09-01,32.4,2010,9,1
2010-10-01,45.1,2010,10,1
2010-11-01,47.3,2010,11,1
2010-12-01,34.4,2010,12,1
2011-01-01,28.3,2011,1,1
2011-02-01,26.7,2011,2,1
2011-03-01,27.8,2011,3,1
2011-04-01,123.3,2011,4,1
2011-05-01,87.7,2011,5,1
2011-06-01,99.5,2011,6,1
2011-07-01,47.5,2011,7,1
2011-08-01,49.4,2011,8,1
2011-09-01,51.5,2011,9,1
2011-10-01,49,2011,10,1
2011-11-01,38.8,2011,11,1
2011-12-01,31.9,2011,12,1
2012-01-01,31.8,2012,1,1
2012-02-01,27.4,2012,2,1
2012-03-01,28.8,2012,3,1
2012-04-01,87.3,2012,4,1
2012-05-01,95.7,2012,5,1
2012-06-01,65.8,2012,6,1
2012-07-01,47.3,2012,7,1
2012-08-01,80.7,2012,8,1
2012-09-01,60.2,2012,9,1
2012-10-01,61.5,2012,10,1
2012-11-01,48.7,2012,11,1
2012-12-01,34.5,2012,12,1
2013-01-01,28.8,2013,1,1
2013-02-01,28.8,2013,2,1
2013-03-01,26.8,2013,3,1
2013-04-01,31.9,2013,4,1
2013-05-01,147.5,2013,5,1
2013-06-01,48.4,2013,6,1
2013-07-01,33,2013,7,1
2013-08-01,20.2,2013,8,1
2013-09-01,19.6,2013,9,1
2013-10-01,46.8,2013,10,1
2013-11-01,54.4,2013,11,1
2013-12-01,34.3,2013,12,1
2014-01-01,29.7,2014,1,1
2014-02-01,30.5,2014,2,1
2014-03-01,29.3,2014,3,1
2014-04-01,38,2014,4,1
2014-05-01,204.3,2014,5,1
2014-06-01,71.7,2014,6,1
2014-07-01,105,2014,7,1
2014-08-01,100.3,2014,8,1
2014-09-01,65.9,2014,9,1
2014-10-01,58.7,2014,10,1
2014-11-01,43.2,2014,11,1
2014-12-01,34,2014,12,1
2015-01-01,33.9,2015,1,1
2015-02-01,35.4,2015,2,1
2015-03-01,35.2,2015,3,1
2015-04-01,39.8,2015,4,1
2015-05-01,199.3,2015,5,1
2015-06-01,65.3,2015,6,1
2015-07-01,173.6,2015,7,1
2015-08-01,105.8,2015,8,1
2015-09-01,64.9,2015,9,1
2015-10-01,58.1,2015,10,1
2015-11-01,52.2,2015,11,1
2015-12-01,40.8,2015,12,1
2016-01-01,36.2,2016,1,1
2016-02-01,38.6,2016,2,1
2016-03-01,45.8,2016,3,1
2016-04-01,113.9,2016,4,1
2016-05-01,140.6,2016,5,1
2016-06-01,56.6,2016,6,1
2016-07-01,47,2016,7,1
2016-08-01,36.7,2016,8,1
2016-09-01,48.2,2016,9,1
2016-10-01,40.6,2016,10,1
2016-11-01,37.9,2016,11,1
2016-12-01,30.6,2016,12,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
